Pungutan Liar,15
Bantuan Pendidikan,2
Perizinan Bidang Pekerjaan Umum dan ,26
Penataan Ruang,45
Pajak Bumi dan Bangunan (PBB)       ,29
Sanitasi dan Keamanan Pangan        ,37
Pemberdayaan masyarakat,3
Tempat Wisata,1
Bea Perolehan Hak atas Tanah dan Bangunan (BPHTB),14
Perizinan Bidang Pendidikan,5
Kartu Keluarga (KK),8
Gedung sekolah,6
Perizinan Bidang Kepemudaan dan Olahraga,13
Persandian,10
Sertifikat atau Dokumen Kepemilikan ,3
Perizinan Bidang Pertanahan yang menjadi kewenangan Daerah,16
Akta Kelahiran,17
Prasarana dan Sarana Penanggulangan ,15
Kebakaran,8
Hubungan Pekerja-Pengusaha,35
Penyelamatan,11
Perizinan Bidang Pariwisata,6
Perizinan Bidang Perdagangan        ,12
Jaminan Kesehatan Nasional (JKN) berupa Kartu Indonesia Sehat (KIS)/BPJS Kesehatan,13
RSUD,13
Taman Pemakaman Umum (TPU),14
Perizinan Bidang Penanaman Modal    ,26
Kearsipan,8
Batas Wilayah,35
Konflik Sosial,14
Sembilan Bahan Pokok,4
Nomor Induk Kependudukan (NIK)      ,4
Perizinan Bidang Sosial,3
Demam Berdarah Dengue (DBD),8
Rupabumi,2
Penataan Permukiman (Kampung Deret) ,8
Perlindungan Anak,5
Usaha Hiburan dan Rekreasi,3
Lokasi Binaan dan Lokasi Sementara  ,3
Dokumen Administrasi Kependudukan dan Pencatatan Sipil Orang Asing      ,4
Perizinan Bidang Perhubungan        ,10
Akta Perkawinan,1
Penanganan Kebakaran,20
Tenaga kependidikan,4
Pembebasan lahan,3
Sertifikasi Guru,2
Tindakan Asusila,3
Pendaftaran Peserta Didik,3
Perizinan Bidang Pertanian,1
Lembaga Kemasyarakatan,5
Perpustakaan,2
Kegiatan Seni dan Budaya,3
Ambulans Gawat Darurat,2
Pengawasan,2
Hewan Tak Berpemilik,1
Bahan Bakar Minyak,1
Perizinan Bidang KUMKMP,3
Kepemudaan,1
Pendataan Penduduk Rentan Adminduk  ,1
Energi,1
Akta Kematian,3
Keluhan Fasilitas Gedung Pemda (sekolah/kantor),329
Keluhan Galian/Sisa Proyek,17
Parkir Liar,989
Kawasan Dilarang Merokok,368
Keluhan Pelayanan,283
Jaringan/Menara Telekomunikasi      ,42
Gangguan dan Kebisingan,454
PKL Liar,457
Jaringan Listrik,331
Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),172
PMKS (Penyandang Masalah Kesejahteraan Sosial),38
Tutup Saluran,109
Pelayanan Kesehatan,63
Hubungan Kepegawaian,28
PDAM/PAM,53
Tata Ruang dan Bangunan,166
Rusun/Hunian Vertikal,46
Sampah,372
Layanan Administrasi Kependudukan Orang Asing,3
Perizinan,116
Layanan Administrasi Kependudukan   ,23
TPU (Tempat Pemakaman Umum),9
Konflik Sosial,10
KTP-el,17
Perlengkapan Lalu Lintas,142
Reklame/Spanduk,48
Taman,43
Fasilitas dan Layanan Olahraga      ,21
Pertanahan,15
Jembatan/JPO/Halte,86
Pencemaran Lingkungan,30
Kegiatan dan Kurikulum Pendidikan   ,12
Hubungan Pekerja-Pengusaha,32
Jak Wifi,6
Fasilitasi Kerjasama/Kolaborasi Pemda DKI,34
Orang Hilang,2
Demam Berdarah Dengue (DBD),12
Lembaga/Organisasi Kemasyarakatan   ,10
Lokasi PKL Binaan,8
Guru/Pendidik dan Tenaga Kependidikan,5
Perpustakaan dan Kearsipan,5
Pajak Bumi dan Bangunan (PBB)/BPHTB ,21
Satwa Liar,14
Transmigrasi,1
BPJS Kesehatan/KIS,9
Perdagangan/UMKM,7
Rumah Potong Hewan,6
Pendaftaran (PPDB),7
RPTRA,3
Keluhan Bahan Pokok,1
Perlindungan Korban Tindak Kekerasan,1
