TPU (Tempat Pemakaman Umum),35
Demam Berdarah Dengue (DBD),7
Layanan Administrasi Kependudukan Orang Asing,4
KTP-el,10
PAUD (Pendidikan Anak Usia Dini)    ,2
Konflik Sosial,13
Perilaku Peserta Didik,1
Jak Wifi,7
Pendaftaran (PPDB) ,9
Perpustakaan dan Kearsipan,3
BPJS Kesehatan/KIS,2
Perlindungan Korban Tindak KekerasanSanitasi dan Kesehatan Pangan       ,3
Rumah Potong Hewan,1
Keluhan Bahan Pokok,1
